Frame,X(cm),Y(cm)
319,16.4995,12.2549
320,16.6735,12.4192
321,16.6039,12.4192
322,16.6735,12.5506
323,16.7779,12.6492
324,16.952,12.6163
325,16.9868,12.682
326,17.2305,12.8792
327,17.5089,13.0106
328,17.5437,13.0434
329,17.5785,13.0763
330,17.6482,13.142
331,17.8222,13.2077
332,17.8222,13.3063
333,18.0659,13.4377
334,18.0311,13.5034
335,18.1703,13.602
336,18.2747,13.7005
337,18.2399,13.7334
338,18.3443,13.832
339,18.588,13.9962
340,18.588,14.0948
341,18.7621,14.0948
342,18.9013,14.1934
343,19.0753,14.3248
344,19.0753,14.4233
345,19.1798,14.4891
346,19.3886,14.5548
347,19.4234,14.6205
348,19.5627,14.719
349,19.5975,14.7847
350,19.7715,14.8505
351,19.8063,14.949
352,19.9804,15.1133
353,20.0152,15.1462
354,20.1544,15.2119
355,20.2588,15.2776
356,20.3633,15.3433
357,20.4329,15.3433
358,20.6417,15.409
359,20.6417,15.409
360,20.7114,15.4418
361,20.8854,15.5076
362,20.9202,15.5733
363,21.0943,15.639
364,21.1987,15.7047
365,21.4423,15.8033
366,21.4772,15.8033
367,21.5468,15.9018
368,21.686,15.9347
369,21.7556,15.8361
370,21.8949,15.8033
371,21.9645,15.6718
372,22.1733,15.5404
373,22.243,15.5404
374,22.3822,15.4747
375,22.5562,15.4747
376,22.6258,15.3433
377,22.7651,15.3433
378,22.9043,15.409
379,23.1132,15.2447
380,23.322,15.179
381,23.4265,15.2447
382,23.5309,15.3433
383,23.6353,15.2776
384,23.7745,15.179
385,23.9834,14.9162
386,24.0878,14.8505
387,24.2619,14.7519
388,24.4359,14.7519
389,24.6796,14.6862
390,24.8188,14.719
391,24.9581,14.6862
392,25.1321,14.6205
393,25.3061,14.4891
394,25.4454,14.4233
395,25.6542,14.2919
396,25.7587,14.3576
397,25.9675,14.3248
398,26.2112,14.2919
399,26.3852,14.2919
400,26.5245,14.2591
401,26.6637,14.2262
402,26.9074,14.1276
403,26.977,14.0948
404,27.151,14.0619
405,27.3251,13.9962
406,27.5339,13.9962
407,27.7428,13.9634
408,27.9168,13.9305
409,28.0561,13.8977
410,28.2649,13.8648
411,28.439,13.832
412,28.613,13.7991
413,28.6478,13.7334
414,28.8567,13.6677
415,28.9263,13.6348
416,28.9611,13.602
417,28.9263,13.5691
418,29.518,13.5363
419,29.6225,13.4705
420,29.7617,13.4705
421,29.9705,13.4048
422,30.0054,13.372
423,30.1794,13.3063
424,30.3534,13.2734
425,30.5275,13.2077
426,30.5623,13.1749
427,30.7363,13.1091
428,30.8756,13.1091
429,31.0148,13.0434
430,31.1889,13.0763
431,31.3629,13.0763
432,31.4673,13.0763
433,31.6762,13.0434
434,31.8154,13.0106
435,31.9547,13.0106
436,32.0939,13.0106
437,32.2331,13.0106
438,32.3724,12.9777
439,32.5116,12.9449
440,32.6508,12.912
441,32.7553,12.912
442,32.8597,12.912
443,33.0685,12.8792
444,33.173,12.8792
445,33.2774,12.8463
446,33.4514,12.8134
447,33.6255,12.8134
448,33.6603,12.7806
449,33.8343,12.7477
450,33.9388,12.7806
451,34.0084,12.7806
452,34.1824,12.7806
453,34.2521,12.7806
454,34.4261,12.7477
455,34.4957,12.7477
456,34.635,12.8463
457,34.6698,12.7806
458,34.809,12.7477
459,34.9482,12.7806
460,35.0527,12.7806
461,35.1919,12.7806
462,35.2615,12.7477
463,35.3659,12.7477
464,35.5052,12.7477
465,35.5748,12.7477
466,35.714,12.7477
467,35.7488,12.7477
468,35.8881,12.7477
469,36.0273,12.7149
470,36.0969,12.7149
471,36.1666,12.7149
472,36.3058,12.7149
473,36.3406,12.7149
474,36.445,12.7149
475,36.5494,12.682
476,36.6539,12.7149
477,36.7235,12.682
478,36.8279,12.682
479,36.8627,12.682
480,37.002,12.682
481,37.1064,12.682
482,37.176,12.682
483,37.2804,12.6492
484,37.3501,12.6492
485,37.4197,12.682
486,37.4545,12.6492
487,37.5589,12.6492
488,37.6633,12.6163
489,37.7678,12.5835
490,37.8722,12.5506
491,37.907,12.4849
492,38.0114,12.452
493,38.1159,12.4192
494,38.2203,12.3863
495,38.2899,12.2549
496,38.638,12.2878
497,38.4988,12.2878
498,38.5684,12.2878
499,38.6728,12.2549
500,38.7772,12.2221
501,38.8468,12.2221
502,38.9513,12.2221
503,39.0557,12.1892
504,39.1253,12.1892
505,39.0557,12.2549
506,39.3342,12.1563
507,39.4038,12.1563
508,39.5082,12.1235
509,39.5778,12.0906
510,39.6823,12.0578
511,39.7519,11.9592
512,39.8563,11.9264
513,39.9259,11.8935
514,40.0303,11.8607
515,40.1,11.7949
516,40.1696,11.7949
517,40.274,11.7621
518,40.3436,11.7292
519,40.4132,11.6964
520,40.5177,11.6635
521,40.5873,11.6307
522,40.7265,11.565
523,40.7961,11.5321
524,40.9006,11.565
525,40.9702,11.4992
526,41.0398,11.4992
527,41.1442,11.4335
528,41.2139,11.4335
529,41.3183,11.4007
530,41.3879,11.4007
531,41.4575,11.3678
532,41.5271,11.335
533,41.6316,11.3021
534,41.7012,11.2693
535,41.7708,11.2364
536,41.8056,11.2364
537,41.91,11.2036
538,41.91,11.2693
539,42.0493,11.1378
540,42.0841,11.1378
541,42.1537,11.1707
542,42.2233,11.1707
543,42.2581,11.2036
544,42.3277,11.2364
545,42.3626,11.2693
546,42.5018,11.335
547,42.467,11.335
548,42.5714,11.4007
549,42.6062,11.4335
550,42.6758,11.4335
551,42.7106,11.4664
552,42.7455,11.5321
553,42.8847,11.565
554,42.9543,11.5321
555,42.9543,11.5321
556,43.0239,11.565
557,42.9891,11.565
558,42.9891,11.565
559,42.9891,11.565
560,42.9891,11.565
561,42.9543,11.5321
562,42.9543,11.5978
563,42.9543,11.5978
564,43.198,11.8607
565,43.198,11.8935
566,43.198,11.8935
567,43.198,11.8935
568,43.2328,11.8935
569,43.198,11.9264
570,43.198,11.9264
571,43.198,11.9264
572,43.2328,11.9592
573,43.2328,11.9592
574,43.198,11.9921
575,43.198,11.9921
576,44.0682,12.4849
577,44.0682,12.5506
578,44.1726,12.5835
579,44.2074,12.6163
580,44.1726,12.6163
581,44.2074,12.682
582,44.3119,12.7477
583,44.2074,12.7149
584,44.277,12.7149
585,44.3467,12.8134
586,44.3815,12.8463
587,44.3815,12.8792
588,44.4163,12.912
589,44.4163,12.912
590,44.4163,12.9449
591,44.4511,12.9449
592,44.4859,13.0106
593,44.4859,12.9777
594,44.5555,13.0434
595,44.5555,13.0106
596,44.5555,13.0434
597,44.6599,13.142
598,44.5555,13.0434
599,44.5555,13.0763
600,44.5903,13.0763
601,44.6251,13.1091
602,44.5903,13.1091
603,44.7296,13.1749
604,44.6599,13.1749
605,44.7296,13.2406
606,44.5903,13.2406
607,44.7992,13.372
608,44.6948,13.3391
609,44.7296,13.4048
610,44.6948,13.4048
611,44.6599,13.4705
612,44.5903,13.5034
613,44.6948,13.5363
614,44.6251,13.5363
615,44.6251,13.602
616,44.6251,13.7005
617,44.6948,13.7334
618,44.6599,13.7005
619,44.6599,13.7991
620,44.6948,13.832
621,44.7296,13.8977
622,44.7296,13.8977
623,44.7296,13.9305
624,44.7296,13.9634
625,44.7644,13.9962
626,44.7644,13.9962
627,44.7644,14.0619
628,44.7992,14.1276
629,44.7992,14.1605
630,44.7992,14.1934
631,44.7992,14.1934
632,44.834,14.2262
633,44.834,14.2919
634,44.8688,14.2919
635,44.834,14.3905
636,44.834,14.3905
637,44.8688,14.4562
638,44.8688,14.4562
639,44.9036,14.5219
640,44.9036,14.5219
641,44.9036,14.5876
642,44.9384,14.5876
643,44.9384,14.6533
644,44.9384,14.6533
645,44.9384,14.6862
646,44.9732,14.719
647,44.9732,14.7519
648,44.9732,14.7847
649,44.9732,14.8176
650,45.008,14.8505
651,44.9384,14.9162
652,44.9036,14.9162
653,44.8688,14.949
654,44.8688,14.7847
655,44.9384,14.6533
656,44.9384,14.6862
657,44.9384,14.719
658,44.9732,14.6533
659,45.0428,14.5548
660,45.0777,14.3905
661,45.1125,14.4233
662,43.8245,15.2447
663,43.7549,15.2447
664,43.6853,15.2119
665,43.6157,15.2447
666,43.5112,15.2447
667,43.4416,15.2447
668,43.3372,15.2447
669,43.2328,15.2776
670,43.198,15.2776
671,43.0587,15.2776
672,43.0239,15.2776
673,42.9891,15.2776
674,42.8499,15.2776
675,42.8499,15.2447
676,42.8499,15.2119
677,42.8151,15.1462
678,42.6758,15.1133
679,42.641,15.0476
680,42.6758,15.0147
681,42.5714,14.9819
682,42.5366,14.9162
683,42.467,14.9162
684,42.3626,14.8505
685,42.3277,14.8505
686,42.2233,14.7847
687,42.1537,14.7519
688,42.1189,14.719
689,42.0145,14.719
690,41.9448,14.6862
691,41.91,14.6533
692,41.8056,14.6205
693,41.7708,14.6205
694,41.7012,14.6205
695,41.6316,14.5876
696,41.5619,14.5876
697,41.5619,14.5876
698,41.5271,14.5876
699,41.5271,14.5876
700,41.5271,14.5876
701,41.3879,14.5548
702,41.4923,14.6205
703,41.4575,14.5876
704,41.4575,14.6205
705,41.4923,14.6205
706,41.4923,14.6205
707,41.4923,14.6205
708,41.4923,14.6205
709,41.4575,14.6205
710,41.5271,14.5876
711,41.4575,14.6205
712,41.4923,14.6205
713,41.4923,14.6205
714,41.4923,14.6533
715,41.4575,14.6205
716,41.4227,14.6533
717,41.3879,14.6205
718,41.3879,14.6533
719,40.8658,14.5219
720,40.831,14.5219
721,40.7613,14.5219
722,40.7613,14.5548
723,40.7265,14.5219
724,40.6917,14.5219
725,40.6221,14.4891
726,40.5873,14.4891
727,40.5177,14.4891
728,40.5177,14.5219
729,40.4829,14.4891
730,40.4481,14.5219
731,40.4481,14.5219
732,40.4829,14.5219
733,40.5177,14.5548
734,40.5177,14.5548
735,39.369,13.5034
736,39.2646,13.4048
737,39.2646,13.372
738,39.2646,13.4048
739,39.1949,13.372
740,39.1253,13.3063
741,39.0209,13.2406
742,39.0209,13.2734
743,38.9861,13.2734
744,38.8468,13.2077
745,38.8468,13.2077
746,38.812,13.1749
747,38.7076,13.142
748,38.7076,13.142
749,38.7076,13.142
750,38.5684,13.0763
751,38.5336,13.0434
752,38.5684,13.0434
753,38.4988,13.0106
754,38.4291,12.9777
755,38.4291,12.9777
756,38.3943,12.9777
757,38.3943,12.912
758,38.3943,12.8792
759,38.3595,12.7149
760,38.3943,12.7149
761,38.4291,12.6163
762,38.4639,12.5506
763,38.4988,12.5506
764,38.4988,12.4849
765,38.4988,12.452
766,38.5336,12.4192
767,38.5336,12.3535
768,38.5336,12.3206
769,38.5336,12.2878
770,38.5684,12.2221
771,38.5684,12.1563
772,38.5336,12.1563
773,38.5336,12.1563
774,38.5684,12.0906
775,38.5684,12.0578
776,38.5684,11.9921
777,38.5336,11.9592
778,38.5336,11.9264
779,38.5684,11.9264
780,38.5336,11.8935
781,38.5336,11.8607
782,38.4988,11.8278
783,38.4988,11.8278
784,38.5336,11.8607
785,38.4988,11.7621
786,38.4988,11.7292
787,38.4988,11.7292
788,38.4291,11.7621
789,38.4639,11.7292
790,38.4639,11.6964
791,38.4639,11.7292
792,38.4639,11.6964
793,38.4988,11.6964
794,38.4639,11.6964
795,38.4639,11.6307
796,38.4639,11.6307
797,38.4639,11.5321
798,38.4639,11.4007
799,38.4639,11.3678
800,38.4639,11.3678
801,38.4291,11.335
802,38.4639,11.335
803,38.4291,11.335
804,38.4291,11.4335
805,38.4291,11.3021
806,38.4988,11.2693
807,38.3943,11.2364
808,38.3943,11.2364
809,38.3943,11.1707
810,38.3943,11.105
811,38.3943,11.0721
812,38.3943,11.0393
813,38.3595,10.9736
814,38.4291,10.9079
815,38.4639,10.875
816,38.4988,10.8093
817,38.5684,10.7764
818,38.6032,10.7107
819,38.7424,10.6779
820,38.638,10.645
821,38.6728,10.6122
822,38.7076,10.5793
823,38.7076,10.5136
824,38.7424,10.4807
825,38.7076,10.415
826,38.7076,10.3822
827,38.7772,10.3165
828,38.7076,10.2836
829,38.812,10.2508
830,38.7076,10.185
831,38.7772,10.1193
832,38.7424,10.0865
833,38.6728,10.0208
834,38.638,9.98792
835,38.6728,9.95506
836,38.6728,9.88935
837,38.7076,9.88935
838,38.7076,9.79079
839,38.7076,9.82364
840,38.7424,9.72508
841,38.8468,9.69222
842,38.7772,9.5608
843,38.812,9.52795
844,38.8468,9.52795
845,38.9165,9.52795
846,38.9513,9.49509
847,38.8817,9.36367
848,38.9165,9.29796
849,38.9165,9.26511
850,38.9165,9.23225
851,38.9165,9.16654
852,38.9165,9.13369
853,38.9165,9.10083
854,38.9165,9.03512
855,38.9165,8.93656
856,38.8468,8.93656
857,38.8817,8.9037
858,38.8817,8.80514
859,38.8817,8.73943
860,38.8468,8.70657
861,38.8817,8.70657
862,38.9513,8.60801
863,38.9165,8.57515
864,38.9165,8.5423
865,38.9165,8.50944
866,38.9165,8.47659
867,38.9165,8.44373
868,38.9165,8.37802
869,38.9513,8.34517
870,38.9861,8.27946
871,38.9861,8.2466
872,39.0557,8.18089
873,38.9861,8.18089
874,39.0557,8.11518
875,39.0209,8.08233
876,39.0557,8.04947
877,39.0557,7.98376
878,39.0557,7.95091
879,39.0557,7.95091
880,39.0557,7.8852
881,39.0557,7.81949
882,39.0557,7.68807
883,39.0557,7.72092
884,39.0557,7.68807
885,39.0557,7.65521
886,39.0557,7.62236
887,39.1253,7.62236
888,39.1253,7.5895
889,39.2297,7.52379
890,39.2646,7.52379
891,39.369,7.49094
892,39.4386,7.42523
893,39.4734,7.35952
894,39.4734,7.29381
895,39.5778,7.12953
896,39.5778,7.03097
897,39.6126,6.89955
898,39.6126,6.80098
899,39.6126,6.70242
900,39.6475,6.60385
901,39.6475,6.50529
902,39.7171,6.40672
903,39.7171,6.34101
904,39.7519,6.30816
905,39.7519,6.2753
906,39.7867,6.20959
907,40.0303,5.88104
908,39.8911,6.07817
909,40.0652,5.84819
910,40.0303,5.9139
911,40.1696,5.74962
912,40.1348,5.78248
913,40.2044,5.68391
914,40.3088,5.55249
915,40.3088,5.58535
916,40.4132,5.42107
917,40.4481,5.38822
918,40.4481,5.38822
919,40.4829,5.28965
920,40.5525,5.22394
921,40.5873,5.15823
922,40.5873,5.12538
923,40.5873,5.12538
924,40.6917,4.9611
925,40.7961,4.82968
926,40.7961,4.79683
927,40.8658,4.76397
928,40.9702,4.66541
929,41.005,4.5997
930,41.005,4.53399
931,41.0746,4.46828
932,41.0398,4.50113
933,41.179,4.40257
934,41.2139,4.33686
935,41.2139,4.304
936,41.3183,4.20544
937,41.3183,4.20544
938,41.3183,4.20544
939,41.3879,4.13973
940,41.4227,4.10687
941,41.4227,4.07402
942,41.5271,4.00831
943,41.5619,3.9426
944,41.6316,3.87689
945,41.5968,3.87689
946,41.6316,3.81118
947,41.6664,3.74547
948,41.6316,3.71261
949,41.6664,3.67976
950,41.6664,3.6469
951,41.736,3.54834
952,41.736,3.58119
953,41.8404,3.48263
954,41.8404,3.48263
955,41.91,3.35121
956,41.91,3.31835
957,41.91,3.21979
958,41.8404,3.21979
959,41.7708,3.12122
960,41.7012,3.12122
961,41.6316,3.12122
962,41.5619,3.08837
963,41.5619,3.05551
964,41.5271,3.02266
965,41.4923,2.9898
966,41.4575,2.95695
967,41.5619,2.95695
968,41.4575,2.92409
969,41.4575,2.92409
970,41.4227,2.89124
971,41.3879,2.89124
972,41.3531,2.82553
973,41.4227,2.82553
974,41.3879,2.82553
975,41.3879,2.79267
976,41.3879,2.72696
977,41.3879,2.79267
978,41.3879,2.75982
979,41.3531,2.72696
980,41.3531,2.72696
981,41.3531,2.66125
982,41.3531,2.72696
983,41.3531,2.69411
984,41.3531,2.69411
985,41.3879,2.69411
986,41.3531,2.66125
987,41.3879,2.69411
988,41.3531,2.66125
989,41.4227,2.66125
990,41.3879,2.66125
991,41.3879,2.66125
992,41.3879,2.66125
993,41.4227,2.66125
994,41.4227,2.66125
995,41.4227,2.6284
996,41.4227,2.6284
997,41.4227,2.6284
998,41.4227,2.6284
999,41.4227,2.59554
1000,41.4575,2.59554
1001,41.4575,2.59554
1002,41.4575,2.59554
1003,41.4923,2.52983
1004,41.5619,2.59554
1005,41.6316,2.49698
1006,41.7012,2.56269
1007,41.736,2.59554
1008,41.8056,2.69411
1009,41.91,2.72696
1010,42.0493,2.75982
1011,42.2581,2.52983
1012,42.2581,2.82553
1013,42.3277,2.82553
1014,42.3626,2.89124
1015,42.467,2.89124
1016,42.467,2.92409
1017,42.5714,2.92409
1018,42.6062,2.95695
1019,42.7106,3.05551
1020,42.6758,2.92409
1021,42.6758,2.92409
1022,42.7455,2.92409
1023,42.8499,2.95695
1024,42.9195,2.95695
1025,42.8847,3.02266
1026,42.9195,2.92409
1027,43.0239,2.95695
1028,43.0239,3.02266
1029,43.1632,2.92409
1030,43.1284,2.95695
1031,43.5112,2.85838
1032,43.5461,2.92409
1033,43.6157,2.9898
1034,43.6505,3.15408
1035,43.6853,3.21979
1036,43.7897,3.35121
1037,43.8593,3.38406
1038,43.8941,3.44977
1039,43.929,3.51548
1040,43.9986,3.51548
1041,44.0682,3.58119
1042,44.1378,3.61405
1043,44.2074,3.6469
1044,44.277,3.6469
1045,44.3467,3.71261
1046,44.4163,3.74547
1047,44.4859,3.81118
1048,44.5207,3.81118
1049,44.5903,3.81118
1050,44.6251,3.84403
1051,44.6251,3.84403
1052,44.7644,3.90974
1053,44.834,3.9426
1054,44.9036,3.97545
1055,44.9384,3.97545
1056,45.008,4.00831
1057,45.0428,4.00831
1058,45.1125,4.07402
1059,45.1473,4.07402
1060,45.1821,4.10687
1061,45.2517,4.10687
1062,45.3213,4.17258
1063,45.3213,4.20544
1064,45.3909,4.20544
1065,45.4257,4.20544
1066,45.4954,4.27115
1067,45.5302,4.27115
1068,45.5998,4.304
1069,45.6346,4.33686
1070,45.6694,4.33686
1071,45.7042,4.36971
1072,45.739,4.40257
1073,45.8086,4.43542
1074,45.8086,4.43542
1075,45.8783,4.46828
1076,45.8783,4.46828
1077,45.9479,4.50113
1078,46.0175,4.53399
1079,46.0175,4.53399
1080,46.0523,4.56684
1081,46.0871,4.53399
1082,46.1567,4.5997
1083,46.1567,4.5997
1084,46.2264,4.63255
1085,46.2264,4.63255
1086,46.296,4.66541
1087,46.3308,4.66541
1088,46.3656,4.69826
1089,46.3656,4.69826
1090,46.4352,4.73112
1091,46.4352,4.73112
1092,46.5048,4.76397
1093,46.5048,4.76397
1094,46.5744,4.79683
1095,46.5744,4.82968
1096,46.5744,4.82968
1097,46.6441,4.89539
1098,46.6441,4.89539
1099,46.7137,4.9611
1100,46.6789,4.9611
1101,46.7137,4.99396
1102,46.7833,5.02681
1103,46.7833,5.05967
1104,46.7833,5.09252
1105,46.8529,5.12538
1106,46.8529,5.15823
1107,46.9225,5.19109
1108,46.9225,5.22394
1109,46.9573,5.22394
1110,46.9921,5.2568
1111,46.9921,5.2568
1112,47.027,5.28965
1113,47.0618,5.32251
1114,47.0618,5.32251
1115,47.1314,5.35536
1116,47.1314,5.35536
1117,47.201,5.35536
1118,47.201,5.38822
1119,47.201,5.38822
1120,47.2706,5.42107
1121,47.2706,5.42107
1122,47.3054,5.45393
1123,47.3054,5.45393
1124,47.2706,5.45393
1125,47.3054,5.45393
1126,47.3054,5.45393
1127,47.3054,5.48678
1128,47.3054,5.48678
1129,47.3054,5.51964
1130,47.3054,5.55249
1131,47.3054,5.51964
1132,47.3054,5.51964
1133,47.3054,5.51964
1134,47.3054,5.55249
1135,47.3054,5.55249
1136,47.2706,5.51964
1137,47.3054,5.55249
1138,47.3054,5.58535
1139,47.3054,5.65106
1140,47.3054,5.6182
1141,47.3054,5.65106
1142,47.3054,5.65106
1143,47.3054,5.65106
1144,47.3054,5.71677
1145,47.3054,5.71677
1146,47.3054,5.74962
1147,47.3054,5.78248
1148,47.3054,5.81533
1149,47.2706,5.88104
1150,47.2706,5.97961
1151,47.201,6.07817
1152,47.201,6.17674
1153,47.1662,6.24245
1154,46.9573,6.30816
1155,46.9573,6.37387
1156,46.7833,6.63671
1157,46.8181,6.66956
1158,46.7137,6.76813
1159,46.6789,6.80098
1160,46.6093,6.80098
1161,46.5396,6.89955
1162,46.47,6.9324
1163,46.4004,6.99811
