Frame,X(cm),Y(cm)
168,7.41432,8.18089
169,7.37951,8.14804
170,7.55355,8.14804
171,7.58836,8.11518
172,7.69279,8.21375
173,7.69279,8.27946
174,7.65798,8.21375
175,7.83202,8.34517
176,7.90164,8.37802
177,7.93645,8.37802
178,8.00607,8.41088
179,8.07569,8.37802
180,8.1105,8.47659
181,8.18011,8.44373
182,8.24973,8.47659
183,8.24973,8.50944
184,8.45859,8.34517
185,8.56301,8.34517
186,8.66744,8.2466
187,8.80668,8.44373
188,8.84149,8.27946
189,8.94591,8.18089
190,9.01553,8.37802
191,9.15477,8.34517
192,9.294,8.37802
193,9.43324,8.47659
194,9.43324,8.70657
195,9.78133,8.77228
196,9.85095,8.77228
197,10.0946,8.77228
198,10.025,8.77228
199,10.0598,8.77228
200,10.199,8.5423
201,10.2338,8.5423
202,10.3731,8.57515
203,10.3383,8.57515
204,10.8952,8.73943
205,10.8604,8.80514
206,11.1389,8.83799
207,11.3129,8.96941
208,11.3825,8.93656
209,11.6262,8.96941
210,11.8699,9.13369
211,12.0091,8.96941
212,12.1831,9.06798
213,12.3572,8.96941
214,12.4964,9.00227
215,12.6705,8.96941
216,12.8793,8.96941
217,13.0534,9.1994
218,13.1578,9.16654
219,13.297,9.03512
220,13.4363,9.06798
221,13.6451,9.03512
222,13.7496,9.06798
223,13.9932,9.13369
224,14.1673,9.13369
225,14.3761,9.16654
226,14.3761,9.23225
227,14.6198,9.1994
228,14.8983,9.29796
229,14.8634,9.29796
230,15.0027,9.29796
231,15.2463,9.36367
232,15.3856,9.39653
233,15.5248,9.42938
234,15.7337,9.52795
235,15.8033,9.5608
236,15.9425,9.46224
237,16.0818,9.5608
238,16.2906,9.65937
239,16.395,9.72508
240,16.3254,9.59366
241,16.4995,9.69222
242,16.8127,9.75793
243,17.0216,9.75793
244,17.0564,9.75793
245,17.2305,9.59366
246,17.3349,9.72508
247,17.5089,9.72508
248,17.4045,9.69222
249,17.6482,9.75793
250,17.7526,9.72508
251,17.857,9.75793
252,17.9614,9.79079
253,18.1007,9.88935
254,18.1703,9.88935
255,18.2747,9.8565
256,18.3792,9.92221
257,18.4836,9.95506
258,18.5532,9.98792
259,18.6228,9.98792
260,18.6924,9.98792
261,18.8665,9.95506
262,18.9709,9.95506
263,19.0753,9.92221
264,19.1798,9.92221
265,19.3538,9.88935
266,19.319,9.95506
267,19.4234,9.98792
268,19.493,10.0208
269,19.5975,10.0208
270,19.6671,10.0536
271,19.7367,10.0536
272,19.8063,10.0865
273,19.9456,10.1193
274,20.0152,10.1522
275,20.1196,10.1522
276,20.1892,10.1193
277,20.3285,10.0536
278,20.4329,10.0865
279,20.5025,10.0536
280,20.5721,10.0865
281,20.6417,10.0865
282,20.7462,10.1522
283,20.8158,10.185
284,20.9898,10.2508
285,21.0943,10.3165
286,21.1987,10.3493
287,21.3031,10.4479
288,21.4075,10.5136
289,21.4075,10.5136
290,21.4423,10.5465
291,21.7208,10.6122
292,21.7208,10.645
293,21.8252,10.7107
294,21.8601,10.7107
295,21.9993,10.7107
296,22.2081,10.7436
297,22.3126,10.8421
298,22.417,10.9079
299,22.5562,10.9407
300,22.6955,11.1378
301,22.8347,11.1378
302,23.0087,11.2364
303,23.0784,11.0721
304,23.2524,11.0393
305,23.3916,11.0064
306,23.6005,11.0721
307,23.7745,11.1378
308,23.9486,11.2036
309,24.0878,11.2693
310,24.2967,11.2693
311,24.4707,11.3021
312,24.7144,11.2364
313,24.9581,11.2364
314,25.1321,11.1378
315,25.341,11.1707
316,25.5498,11.2036
317,25.689,11.3021
318,25.9675,11.3678
319,26.1067,11.3021
320,26.3504,11.2036
321,26.5245,11.1378
322,26.7681,11.1378
323,26.9422,11.105
324,27.1858,11.1378
325,27.3599,11.1707
326,27.6035,11.1707
327,27.7776,11.1378
328,27.9864,11.105
329,28.1257,11.0393
330,28.2649,11.0721
331,28.5086,10.9407
332,28.613,10.9079
333,28.8219,10.875
334,29.0307,10.875
335,29.1003,10.875
336,29.2744,10.8421
337,29.4136,10.8093
338,29.6573,10.7764
339,29.7965,10.7107
340,29.9357,10.6122
341,30.1098,10.6122
342,30.3186,10.5465
343,30.3534,10.5136
344,30.5971,10.5136
345,30.7363,10.4807
346,30.9452,10.4807
347,31.1889,10.4479
348,31.1889,10.3822
349,31.4325,10.3493
350,31.6066,10.3165
351,31.6066,10.2836
352,31.9199,10.1522
353,31.9547,10.1193
354,32.1287,10.1193
355,32.3028,10.0536
356,32.442,10.0208
357,32.5812,9.98792
358,32.7901,9.92221
359,32.8597,9.95506
360,32.9989,9.92221
361,33.2078,9.8565
362,33.347,9.82364
363,33.4863,9.82364
364,33.5559,9.82364
365,33.7647,9.79079
366,33.8343,9.75793
367,33.9736,9.72508
368,34.1128,9.65937
369,34.2172,9.62651
370,34.2869,9.59366
371,34.4261,9.5608
372,34.5305,9.52795
373,34.6698,9.42938
374,34.8786,9.33082
375,34.9134,9.39653
376,35.0875,9.29796
377,35.2267,9.26511
378,35.3659,9.29796
379,35.3659,9.33082
380,35.54,9.29796
381,35.714,9.26511
382,35.714,9.26511
383,35.9229,9.23225
384,36.0273,9.1994
385,36.1666,9.10083
386,36.271,9.16654
387,36.271,9.16654
388,36.445,9.10083
389,36.5146,9.03512
390,36.6191,9.03512
391,36.6887,9.00227
392,36.8279,8.96941
393,36.8975,8.93656
394,37.0368,8.9037
395,37.1412,8.87085
396,37.2108,8.83799
397,37.3152,8.80514
398,37.4197,8.80514
399,37.5241,8.77228
400,37.6285,8.80514
401,37.6981,8.77228
402,37.8374,8.77228
403,37.907,8.73943
404,38.0462,8.77228
405,38.1507,8.77228
406,38.2203,8.77228
407,38.3247,8.73943
408,38.4291,8.73943
409,38.5336,8.70657
410,38.638,8.67372
411,38.7076,8.67372
412,38.812,8.64086
413,38.9165,8.60801
414,39.0209,8.57515
415,39.0905,8.5423
416,39.1949,8.50944
417,39.2646,8.47659
418,39.4038,8.44373
419,39.4386,8.44373
420,39.543,8.44373
421,39.6126,8.41088
422,39.7519,8.37802
423,39.8215,8.37802
424,39.8563,8.41088
425,39.9607,8.37802
426,40.1,8.34517
427,40.1696,8.34517
428,40.3088,8.31231
429,40.3784,8.41088
430,40.3784,8.34517
431,40.4481,8.34517
432,40.5525,8.34517
433,40.6569,8.31231
434,40.7961,8.27946
435,40.8658,8.31231
436,40.9354,8.27946
437,41.005,8.27946
438,41.0746,8.27946
439,41.1442,8.2466
440,41.2487,8.18089
441,41.2835,8.2466
442,41.3531,8.31231
443,41.3183,8.2466
444,41.4923,8.18089
445,41.4923,8.18089
446,41.5619,8.14804
447,41.7012,8.14804
448,41.7708,8.08233
449,41.8404,8.11518
450,41.9448,8.11518
451,42.0145,8.14804
452,42.0493,8.14804
453,42.1537,8.18089
454,42.2581,8.18089
455,42.3277,8.21375
456,42.3974,8.34517
457,42.467,8.27946
458,42.5366,8.31231
459,42.5366,8.34517
460,42.6062,8.37802
461,42.641,8.37802
462,42.7106,8.41088
463,42.7455,8.44373
464,42.8151,8.44373
465,42.9195,8.44373
466,42.9543,8.44373
467,42.9891,8.47659
468,43.0239,8.47659
469,43.0239,8.44373
470,43.0587,8.44373
471,43.0935,8.47659
472,43.0935,8.44373
473,43.1284,8.44373
474,43.1284,8.41088
475,43.0935,8.41088
476,43.0935,8.37802
477,43.0935,8.37802
478,43.0935,8.37802
479,43.0587,8.34517
480,43.0935,8.37802
481,43.2676,8.73943
482,43.2676,8.83799
483,43.3372,8.83799
484,43.3372,8.87085
485,43.3372,8.87085
486,43.3372,8.87085
487,43.6853,8.9037
488,43.6505,8.9037
489,43.7549,9.00227
490,43.7549,9.00227
491,43.7549,9.00227
492,43.7897,9.03512
493,43.8245,9.06798
494,43.8593,9.06798
495,43.8941,9.10083
496,43.8941,9.13369
497,43.8941,9.13369
498,43.8941,9.13369
499,43.8941,9.16654
500,43.8941,9.13369
501,43.8941,9.1994
502,43.8941,9.1994
503,43.8941,9.1994
504,43.8593,9.13369
505,43.8941,9.10083
506,44.3467,9.1994
507,44.3815,9.23225
508,44.3467,9.23225
509,44.3467,9.23225
510,44.3119,9.23225
511,44.3467,9.23225
512,44.3467,9.23225
513,44.3467,9.23225
514,44.6251,9.36367
515,44.6251,9.36367
516,44.6599,9.39653
517,44.6599,9.36367
518,44.6599,9.39653
519,44.6251,9.39653
520,44.6948,9.42938
521,44.6251,9.39653
522,44.6599,9.39653
523,44.6599,9.39653
524,44.6948,9.42938
525,44.6948,9.39653
526,44.6599,9.39653
527,44.6948,9.39653
528,44.6948,9.39653
529,45.1473,9.72508
530,45.1125,9.75793
531,45.1125,9.75793
532,45.1125,9.79079
533,45.1125,9.8565
534,45.1125,9.88935
535,45.2865,10.0536
536,45.2865,10.0865
537,45.2517,10.185
538,45.2865,10.185
539,45.2865,10.2508
540,45.2865,10.3165
541,45.3213,10.3165
542,45.3561,10.415
543,45.3561,10.4479
544,45.3561,10.415
545,45.4257,10.5465
546,45.4257,10.5465
547,45.4954,10.6122
548,45.4954,10.6779
549,45.3909,10.5793
550,45.4954,10.6779
551,45.4954,10.7107
552,45.5302,10.7107
553,45.565,10.7764
554,45.565,10.7764
555,45.565,10.8093
556,45.5998,10.8421
557,45.5998,10.8421
558,45.6346,10.9079
559,45.7042,11.0064
560,45.6346,10.9079
561,45.7042,11.0064
562,45.7042,11.0393
563,45.6346,11.0721
564,45.7042,11.0721
565,45.7042,11.0721
566,45.739,11.1378
567,45.7042,11.105
568,45.6694,11.1707
569,45.8086,11.335
570,45.7738,11.2364
571,45.739,11.2364
572,45.8435,11.4007
573,45.8435,11.4007
574,45.7738,11.335
575,45.7738,11.3678
576,45.8086,11.4992
577,45.8435,11.4992
578,45.6694,11.4335
579,45.6694,11.4664
580,45.739,11.4007
581,45.8435,11.5321
582,45.8783,11.5978
583,45.8086,11.4992
584,45.8086,11.5321
585,45.8086,11.5321
586,45.8435,11.5321
587,45.8435,11.565
588,45.8435,11.5978
589,45.9131,11.5978
590,45.9131,11.5978
591,45.9131,11.6307
592,45.9131,11.6307
593,45.9131,11.6307
594,45.9131,11.7292
595,45.9479,11.6964
596,45.9479,11.6964
597,45.8783,11.6964
598,45.9479,11.7621
599,45.9827,11.8935
600,45.9479,11.8935
601,45.9479,11.9264
602,45.9131,11.9921
603,45.9131,11.9921
604,45.9131,12.0249
605,45.9131,12.0249
606,45.8783,12.0906
607,45.9131,12.1563
608,45.8783,12.0906
609,45.9131,12.1563
610,45.8435,12.2221
611,45.8435,12.1892
612,45.8435,12.2549
613,45.8435,12.2549
614,45.8435,12.3535
615,45.8435,12.2878
616,45.8086,12.3535
617,45.8086,12.3863
618,45.8086,12.4192
619,45.7738,12.3206
620,45.8086,12.452
621,45.739,12.5506
622,45.7738,12.5178
623,45.7042,12.6163
624,45.6346,12.6163
625,45.565,12.6492
626,45.5302,12.682
627,45.4954,12.6492
628,45.4954,12.7149
629,45.4954,12.7477
630,45.3909,12.7477
631,45.3561,12.7477
632,45.3213,12.7477
633,45.2517,12.7806
634,45.2517,12.7806
635,45.2169,12.7477
636,45.2517,12.7477
637,45.2169,12.8134
638,45.1821,12.8463
639,45.1473,12.8463
640,45.1125,12.8792
641,45.0777,12.912
642,45.0777,12.8792
643,45.0428,12.912
644,44.9732,12.9449
645,44.9732,12.9777
646,44.9384,12.9777
647,44.9036,12.9777
648,44.9384,13.0106
649,44.9036,13.0106
650,44.9384,12.9777
651,44.8688,12.9777
652,44.834,13.0106
653,44.8688,13.0106
654,44.7296,13.0434
655,44.7644,13.0434
656,44.7644,13.0434
657,44.7644,12.9777
658,44.7644,13.0763
659,44.834,12.9777
660,44.834,12.9777
661,44.5903,13.1749
662,44.5555,13.1091
663,44.5207,13.142
664,44.4859,13.142
665,44.4511,13.142
666,44.4511,13.2077
667,44.4859,13.2406
668,44.4859,13.1749
669,44.3467,13.2077
670,44.3467,13.2406
671,44.3119,13.2077
672,44.3119,13.2406
673,44.3119,13.2734
674,44.277,13.2077
675,44.2422,13.2077
676,44.2074,13.2077
677,44.1378,13.2406
678,44.1726,13.2406
679,44.103,13.2406
680,44.0334,13.2406
681,43.9986,13.2406
682,43.929,13.2406
683,43.9986,13.3063
684,43.929,13.3063
685,43.8941,13.2734
686,43.8593,13.2734
687,43.8245,13.2734
688,43.7897,13.3063
689,43.7549,13.4048
690,43.7201,13.3391
691,43.6853,13.3391
692,43.6505,13.3391
693,43.6505,13.372
694,43.6157,13.372
695,43.6157,13.372
696,43.5809,13.372
697,43.5461,13.372
698,43.5112,13.4048
699,43.5112,13.372
700,43.4764,13.372
701,43.4416,13.372
702,43.4068,13.4048
703,43.4068,13.372
704,43.4068,13.372
705,43.3372,13.3391
706,43.372,13.3063
707,43.3024,13.2734
708,43.3024,13.2734
709,43.3024,13.2077
710,43.2676,13.1749
711,43.2676,13.1749
712,43.2328,13.1749
713,43.2328,13.142
714,43.198,13.142
715,43.1632,13.1091
716,43.1284,13.1091
717,43.1284,13.1091
718,43.1632,13.0763
719,43.0935,13.0763
720,43.0935,13.1091
721,43.0935,13.1091
722,43.1284,13.0763
723,43.1284,13.0763
724,43.1632,13.0763
725,43.1284,13.1091
726,43.0935,13.1091
727,43.1284,13.1091
728,43.1284,13.1091
729,43.1284,13.142
730,43.1284,13.1091
731,43.1632,13.142
732,43.2328,13.2077
733,43.198,13.1749
734,43.198,13.142
735,43.2328,13.2077
736,43.2328,13.1749
737,43.198,13.1749
738,43.2328,13.2406
739,43.2676,13.2734
740,43.2328,13.2406
741,43.198,13.2406
742,43.2676,13.3063
743,43.2676,13.2734
744,43.2676,13.2734
745,43.198,13.2406
746,42.3974,12.5835
747,42.3626,12.5506
748,42.3626,12.5506
749,42.3974,12.5835
750,42.3974,12.6163
751,42.3974,12.5835
752,42.3974,12.5835
753,42.2581,12.5506
754,42.2233,12.5506
755,42.1885,12.5178
756,42.1537,12.4849
757,42.1189,12.4849
758,42.1189,12.452
759,42.0493,12.4192
760,42.0145,12.4192
761,42.0145,12.452
762,42.0145,12.4192
763,41.9797,12.3535
764,42.0145,12.4192
765,41.9448,12.3535
766,41.9797,12.3535
767,41.9797,12.4192
768,42.0145,12.3535
769,42.0145,12.4192
770,42.0493,12.3863
771,41.1094,12.1892
772,41.1094,12.1892
773,41.1094,12.2221
774,41.0398,12.1892
775,41.0398,12.1892
776,41.005,12.1892
777,41.005,12.1892
778,40.9354,12.1892
779,40.9006,12.1892
780,40.8658,12.1563
781,40.831,12.1563
782,40.7613,12.0578
783,40.7961,12.1563
784,40.6917,12.0578
785,40.6917,12.1235
786,40.6917,12.1563
787,40.6917,12.1235
788,40.6221,12.0906
789,40.5873,12.1235
790,40.5177,11.9921
791,40.4829,11.9921
792,40.4829,11.9921
793,40.4829,11.9921
794,40.4132,11.9592
795,40.4481,12.0578
796,40.3784,11.9592
797,40.4132,12.0249
798,40.3436,11.9592
799,40.274,11.9264
800,40.274,11.9264
801,40.2044,11.8935
802,40.2044,11.8935
803,40.1696,11.8935
804,40.1348,11.8935
805,40.1348,11.8935
806,40.1348,11.8935
807,40.1,11.8935
808,40.0303,11.8607
809,40.0303,11.8607
810,39.9955,11.8607
811,39.9955,11.8607
812,39.9955,11.8278
813,39.9607,11.7949
814,39.9259,11.7621
815,39.8911,11.6964
816,39.8911,11.6635
817,39.9259,11.6307
818,39.8563,11.565
819,39.9259,11.5321
820,39.8911,11.4992
821,39.8215,11.4664
822,39.8563,11.4007
823,39.8563,11.3678
824,39.8563,11.3678
825,39.7867,11.3021
826,39.7867,11.2693
827,39.7867,11.2693
828,39.7519,11.2036
829,39.7519,11.2036
830,39.7171,11.1707
831,39.7171,11.1707
832,39.6126,11.0721
833,39.6126,11.105
834,39.6126,11.0721
835,39.5778,11.0393
836,39.543,11.0064
837,39.543,11.0064
838,39.5082,10.9736
839,39.5082,10.9736
840,39.4734,10.9407
841,39.4386,10.9079
842,39.4386,10.9407
843,39.4386,10.9079
844,39.4038,10.8421
845,39.4038,10.8421
846,39.4038,10.8093
847,39.4038,10.7764
848,39.369,10.7107
849,39.4038,10.645
850,39.4038,10.6122
851,39.369,10.5465
852,39.369,10.5136
853,39.3342,10.4479
854,39.2994,10.4479
855,39.2994,10.3493
856,39.2994,10.3493
857,39.2994,10.3165
858,39.2994,10.3165
859,39.2646,10.2508
860,39.2646,10.2508
861,39.2646,10.185
862,39.2297,10.1522
863,39.2297,10.1193
864,39.2297,10.0865
865,39.2297,10.0536
866,39.1949,10.0208
867,39.1949,9.98792
868,39.1949,9.95506
869,39.2646,9.88935
870,39.2646,9.8565
871,39.2994,9.79079
872,39.2994,9.75793
873,39.2994,9.69222
874,39.3342,9.65937
875,39.369,9.59366
876,39.3342,9.5608
877,39.369,9.49509
878,39.3342,9.46224
879,39.3342,9.39653
880,39.3342,9.36367
881,39.3342,9.33082
882,39.2646,9.23225
883,39.2646,9.16654
884,39.2646,9.13369
885,39.2646,9.10083
886,39.2646,9.03512
887,39.2646,9.00227
888,39.2646,8.9037
889,39.2646,8.83799
890,39.2994,8.77228
891,39.2994,8.67372
892,39.3342,8.60801
893,39.3342,8.57515
894,39.369,8.47659
895,39.4038,8.44373
896,39.4038,8.37802
897,39.4386,8.31231
898,39.4386,8.27946
899,39.4386,8.18089
900,39.4734,8.14804
901,39.4734,8.11518
902,39.4734,8.01662
903,39.4734,7.95091
904,39.4386,7.8852
905,39.4734,7.81949
906,39.4038,7.78663
907,39.369,7.65521
908,39.3342,7.5895
909,39.2646,7.5895
910,39.2646,7.49094
911,39.2297,7.42523
912,39.2646,7.39237
913,39.2297,7.29381
914,39.2646,7.32666
915,39.2297,7.26095
916,39.2646,7.26095
917,39.2646,7.2281
918,39.2646,7.19524
919,39.2646,7.16239
920,39.2646,7.12953
921,39.2994,7.09668
922,39.2297,7.12953
923,39.2646,7.12953
924,39.2994,7.09668
925,39.3342,7.03097
926,39.2994,6.99811
927,39.2646,6.96526
928,39.2297,6.96526
929,39.2297,6.9324
930,39.1949,6.9324
931,39.1949,6.9324
932,39.1949,6.89955
933,39.2297,6.83384
934,39.1601,6.83384
935,39.1601,6.83384
936,39.1601,6.80098
937,39.0905,6.80098
938,39.0905,6.76813
939,39.1253,6.73527
940,39.1253,6.73527
941,39.0905,6.76813
942,39.0557,6.73527
943,39.0557,6.73527
944,38.9165,6.66956
945,38.812,6.66956
946,38.8817,6.60385
947,38.7424,6.60385
948,38.7076,6.571
949,38.6728,6.43958
950,38.638,6.53814
951,38.638,6.50529
952,38.4988,6.37387
953,38.3595,6.30816
954,38.3595,6.30816
955,38.2899,6.24245
956,38.3943,6.20959
957,38.1159,6.11103
958,38.4639,6.2753
959,38.2203,6.17674
960,38.1855,6.20959
961,38.081,6.11103
962,38.2899,6.17674
963,38.2899,6.20959
964,38.2551,6.14388
965,38.0114,6.11103
966,37.8722,6.11103
967,38.1855,6.04532
968,38.1507,6.11103
969,38.1159,6.17674
970,37.8374,5.97961
971,37.733,6.01246
972,37.733,5.97961
973,37.6981,5.97961
974,37.6981,5.94675
975,37.6633,5.94675
976,37.6633,5.94675
977,37.6633,5.78248
978,37.5937,5.81533
979,37.5937,5.84819
980,37.5589,5.81533
981,37.5589,5.78248
982,37.4197,5.74962
983,37.4893,5.74962
984,37.4893,5.74962
985,37.4197,5.71677
986,37.4197,5.71677
987,37.4545,5.6182
988,37.3152,5.65106
989,37.3152,5.68391
990,37.3152,5.55249
991,37.2804,5.68391
992,37.2108,5.65106
993,37.176,5.65106
994,37.2108,5.51964
995,37.1412,5.6182
996,37.1064,5.6182
997,37.1064,5.55249
998,37.0716,5.58535
999,37.0716,5.58535
1000,37.0368,5.58535
1001,37.1412,5.28965
1002,37.1064,5.2568
1003,37.1064,5.2568
1004,37.1412,5.2568
1005,37.1064,5.22394
1006,37.0368,5.19109
1007,37.0368,5.12538
1008,37.0716,5.12538
1009,37.1064,5.15823
1010,37.0716,5.09252
1011,37.0368,5.05967
1012,37.0716,5.05967
1013,37.002,4.99396
1014,37.002,5.02681
1015,37.0368,5.05967
1016,36.9672,5.02681
1017,36.8975,4.92825
1018,36.7583,4.79683
1019,36.8279,4.92825
1020,36.6887,4.79683
1021,36.6887,4.76397
1022,36.6887,4.86254
1023,36.5843,4.69826
1024,36.5843,4.69826
1025,36.5843,4.76397
1026,36.5494,4.76397
1027,36.5494,4.76397
1028,36.5146,4.76397
1029,36.4798,4.76397
1030,36.4798,4.76397
1031,36.4798,4.76397
1032,36.445,4.76397
1033,36.445,4.76397
1034,36.4102,4.76397
1035,36.3754,4.76397
1036,36.3754,4.76397
1037,36.3406,4.73112
1038,36.3058,4.73112
1039,36.3058,4.73112
1040,36.271,4.73112
1041,36.2362,4.69826
1042,36.271,4.73112
1043,36.2014,4.69826
1044,36.2014,4.69826
1045,36.1666,4.69826
1046,36.1666,4.66541
1047,36.1317,4.66541
1048,36.0969,4.66541
1049,36.0621,4.63255
1050,36.0273,4.63255
1051,36.0273,4.63255
1052,36.0273,4.63255
1053,35.9925,4.63255
1054,35.9577,4.63255
1055,35.9577,4.56684
1056,35.9229,4.63255
1057,35.9229,4.66541
1058,35.8881,4.63255
1059,35.8881,4.63255
1060,35.8881,4.63255
1061,35.8881,4.63255
1062,35.8533,4.63255
1063,35.8533,4.63255
1064,35.8533,4.63255
1065,35.8533,4.63255
1066,35.8533,4.63255
1067,35.8533,4.63255
1068,35.8533,4.63255
1069,35.8185,4.63255
1070,35.8185,4.5997
1071,35.8185,4.5997
1072,35.8185,4.5997
1073,35.8185,4.53399
1074,35.8185,4.50113
1075,35.7837,4.43542
1076,35.8185,4.36971
1077,35.8185,4.27115
1078,35.8881,4.20544
1079,35.9229,4.13973
1080,36.0273,4.00831
1081,36.0621,4.00831
1082,36.0969,4.00831
1083,36.1317,4.04116
1084,36.2362,3.9426
1085,36.2014,4.04116
1086,36.2014,4.00831
1087,36.2362,4.00831
1088,36.3058,3.97545
1089,36.271,3.97545
1090,36.271,3.97545
1091,36.2362,3.9426
1092,36.271,3.81118
1093,36.3406,3.9426
1094,36.271,3.9426
1095,36.271,3.84403
1096,36.271,3.81118
1097,36.271,3.81118
1098,36.3406,3.77832
1099,36.4102,3.74547
1100,36.445,3.71261
1101,36.5843,3.71261
1102,36.6887,3.67976
1103,36.8975,3.71261
1104,36.9323,3.71261
1105,37.2108,3.67976
1106,37.3152,3.67976
1107,37.5241,3.6469
1108,37.5241,3.71261
1109,37.5241,3.87689
1110,37.7678,3.87689
1111,37.5241,4.17258
1112,37.907,4.00831
1113,37.907,3.90974
1114,38.1507,3.87689
1115,38.1855,3.87689
1116,38.2551,4.00831
1117,38.3247,3.90974
1118,38.1507,3.90974
1119,38.1507,3.9426
1120,38.2203,4.00831
1121,38.5684,3.81118
1122,38.3595,3.97545
1123,38.7076,3.77832
1124,38.7772,3.74547
1125,38.9513,3.97545
1126,38.6032,3.90974
1127,38.9513,3.71261
1128,38.7424,3.90974
1129,38.812,3.71261
1130,38.812,3.77832
1131,38.9861,3.97545
1132,39.369,4.10687
1133,38.9861,3.84403
1134,39.0557,3.81118
1135,39.1253,4.04116
1136,39.4386,4.07402
1137,39.2994,4.10687
1138,39.2994,4.13973
1139,39.3342,4.00831
1140,39.9259,4.27115
1141,39.2994,4.04116
1142,39.4386,4.10687
1143,39.543,4.10687
1144,39.6475,4.13973
1145,39.6823,4.00831
1146,39.7519,4.00831
1147,39.8215,4.00831
1148,39.8563,4.00831
1149,39.9259,4.00831
1150,39.9607,4.00831
1151,40.0303,4.04116
1152,40.0652,4.04116
1153,40.1348,4.07402
1154,40.2044,4.07402
1155,40.2392,4.07402
1156,40.274,4.10687
1157,40.3088,4.10687
1158,40.3784,4.13973
1159,40.4132,4.13973
1160,40.4481,4.13973
1161,40.5177,4.17258
